 11.2843 -0.0895406 -0.510144 -0.0645849 -0.0112257 -0.0701647 -0.0510848 -0.0643603 0.131391 0.155394 -0.355203 -0.203246 0.0848304 0.236554 0.365697
 3.29067 0.278875 0.0147681 -0.188627 -0.0194138 0.0590778 -0.196086 -0.0453219 -0.0311693 -0.0170926 -0.156819 -0.175046 0.0916815 -0.11224 0.129549
 2.39069 0.271704 -0.0997017 -0.179236 -0.0843592 0.103285 -0.0986869 0.0731898 0.0308023 0.363475 -0.136836 -0.0513292 -0.275444 0.0951069 -0.125205
 1.57037 -0.162144 -0.396017 0.143125 -0.127765 0.0921398 0.27405 0.112703 0.37856 0.0185973 -0.0428484 -0.359144 -0.183006 -0.426531 -0.342736
 0.781801 0.262816 -0.118283 -0.112932 -0.148214 0.160364 -0.17916 -0.00416993 0.349693 -0.520429 -0.0674173 -0.0198772 0.161382 -0.145199 0.129985
 0.628448 0.268754 -0.130771 -0.0200837 -0.139705 0.114694 0.122921 0.0748306 0.414837 -0.253857 0.277171 0.388375 -0.152494 0.404199 -0.0369311
 0.314597 -0.0964949 -0.488245 -0.0323471 0.141473 -0.115839 -0.0872946 0.0720477 -0.290128 -0.0786212 0.512566 0.206429 -0.190278 -0.22795 0.220947
 0.186331 0.283053 0.00819349 0.0669697 -0.0321937 -0.0536934 -0.275304 -0.0684583 -0.190639 -0.227697 0.0999808 -0.226844 0.0531968 -0.348508 -0.086596
 0.144527 0.270228 -0.0992739 0.140765 -0.174279 0.00346487 -0.0916754 0.0684567 -0.242835 0.0292881 0.240333 -0.279106 -0.382184 0.128929 0.0674121
 0.111099 0.222275 0.0727143 -0.0519971 0.28721 -0.326411 0.395506 -0.519455 -0.00139197 -0.244583 -0.131799 -0.104094 -0.381448 0.0410228 -0.0689896
 0.0752353 0.271094 -0.00946481 -0.0992875 0.0927877 -0.0357648 0.400979 -0.179663 0.0323315 0.196924 0.207889 -0.0601637 0.265934 -0.156817 0.142469
 0.0652512 0.269218 -0.09064 -0.115777 -0.0511975 0.152354 0.325321 -0.0254431 0.0202345 0.34375 0.198046 0.0651986 0.323745 -0.12249 0.179064
 0.0642628 -0.0691038 -0.00286039 0.0745416 -0.707668 0.196479 0.322466 -0.17017 -0.399365 -0.146922 -0.194096 0.195141 -0.0247339 -0.0929522 0.00545874
 0.0291509 0.247412 -0.0220732 0.194617 0.204674 -0.115764 0.187329 0.484987 -0.0882932 -0.056325 -0.463383 0.335857 -0.196474 -0.261682 0.29907
