'uu_width','ud_width','us_width','ss_width'
0.885819, 0.405636, 0.340777, 0.599151
0.905221, 0.38609, 0.40611, 0.526779
0.905221, 0.38609, 0.40611, 0.526779
0.947457, 0.494709, 0.421359, 0.533791
0.998274, 0.367113, 0.391067, 0.559655
1.06212, 0.315573, 0.395767, 0.632083
0.958505, 0.318047, 0.506161, 0.761439
0.924945, 0.264211, 0.532166, 0.90825
1.01267, 0.206621, 0.621158, 0.866112
0.995063, 0.104863, 0.702973, 0.910992
1.05358, 0.109157, 0.753884, 0.722936
0.946909, 0.167856, 0.804097, 0.639306
1.22014, 0.215473, 0.739256, 0.765087
1.21014, 0.247931, 0.759205, 1.14249
1.34347, 0.308214, 0.667067, 1.00459
1.36875, 0.412636, 0.663117, 0.904375
1.31063, 0.407355, 0.765552, 1.02829
1.33911, 0.357265, 0.743114, 1.03427
1.33911, 0.357265, 0.743114, 1.03427
1.33427, 0.317718, 0.773558, 1.16059
1.33751, 0.213555, 0.565049, 1.34021
1.3572, 0.152398, 0.464305, 1.33711
1.29389, 0.250789, 0.411584, 1.26399
1.34274, 0.242378, 0.4423, 1.28099
1.16693, 0.327507, 0.544542, 1.37284
1.0075, 0.299447, 0.43984, 1.39209
0.921966, 0.357707, 0.389852, 1.43561
0.992076, 0.361258, 0.49188, 1.46495
0.920804, 0.373037, 0.618181, 1.49191
1.0179, 0.362557, 0.575155, 1.29426
0.995514, 0.418788, 0.479466, 1.14261
1.08762, 0.582772, 0.534695, 1.01747
1.07436, 0.422945, 0.440515, 0.780075
1.05757, 0.435931, 0.189253, 0.850975
0.976822, 0.478435, 0.204959, 0.858036
0.931259, 0.49589, 0.229764, 0.683134
0.995176, 0.566668, 0.179542, 0.749666
0.984193, 0.546218, 0.221479, 0.741194
0.880763, 0.53366, 0.170995, 0.679648
0.880763, 0.53366, 0.170995, 0.679648
0.880763, 0.53366, 0.170995, 0.679648
0.875905, 0.606454, 0.150186, 0.739287
0.875905, 0.606454, 0.150186, 0.739287
0.870337, 0.605826, 0.141784, 0.73364
0.869962, 0.472833, 0.137334, 0.841625
1.06858, 0.504724, 0.300647, 0.746297
0.958893, 0.39773, 0.18949, 0.855194
1.03707, 0.276595, 0.129701, 0.879568
0.975743, 0.288167, 0.145978, 1.05747
1.06238, 0.324489, 0.114924, 0.99824
1.03504, 0.553144, 0.200318, 1.04201
0.878984, 0.578035, 0.10225, 1.09177
0.994925, 0.509082, 0.276193, 0.818315
0.951918, 0.522527, 0.265483, 0.834604
0.940567, 0.596619, 0.220695, 0.848958
0.945488, 0.679647, 0.366113, 0.804033
0.882629, 0.546396, 0.457019, 0.88714
0.928304, 0.752256, 0.417217, 0.659152
0.996365, 0.853099, 0.429951, 0.675059
0.790355, 0.965852, 0.294879, 0.710997
0.761765, 0.976908, 0.384231, 0.673701
0.789819, 0.965148, 0.366349, 0.716921
0.780077, 1.00294, 0.516012, 0.8703
0.875678, 0.965861, 0.865874, 0.809576
0.776388, 0.974849, 0.821078, 0.718803
0.856654, 1.07408, 0.716893, 0.69353
0.828754, 1.1918, 0.707724, 0.695481
0.779351, 1.29333, 0.824993, 0.683906
0.856831, 1.33007, 0.874644, 0.658766
