#observables(1,2,3...down)parameters(1,2,3...across)
 -7.37259 9.40481 1.28695 -1.19548 -0.280548
 6.68902 -1.85917 -0.311685 1.689 -7.87943
 3.56412 -2.99602 -0.176239 -2.4407 1.15781
 1.7239 0.885037 -2.30548 -0.459692 -0.274745
 -0.0623916 -0.1162 -0.168196 0.244726 0.117659
 -0.139366 0.0126104 0.118359 0.0526264 -0.00938762
 -0.232894 0.0721853 0.134713 0.0663351 0.0178842
 0.0217178 -0.0133473 -0.0312217 0.0345538 -0.017132
 -0.0321382 -0.0113383 -0.0242547 0.0545884 0.0211774
 0.00449377 -0.00128163 -0.00208509 -0.00191021 -0.000340288
 -0.000378849 0.000622692 0.000104831 -0.000337887 8.39243e-05
 0.000865916 -0.000153544 -0.000387628 -0.000419688 -0.000121536
