      -0.162939       0.117996      -0.240449      0.0103316     -0.0197589     -0.0442929      0.0447427    -0.00500711      -0.159161     -0.0288339      0.0328284     -0.0408583     0.00903077     -0.0384045      0.0210816      0.0386184     -0.0386686      0.0090663     -0.0113251      0.0253571     -0.0207072       0.071203     -0.0174282    -0.00104726      0.0779516      0.0157418      -0.153753      0.0375797     -0.0860265     -0.0607323     -0.0540771     -0.0192239      0.0264103     -0.0045696       0.127446     0.00430631      -0.174897       0.175278      -0.497018      -0.497037      -0.488414
      -0.164252       0.110756      -0.190841    -0.00511434      0.0056186      -0.036188   -0.000514407     -0.0252685     -0.0567236    -0.00714104     -0.0252767      0.0228334     -0.0593754    -0.00411807      0.0236308     -0.0427591       0.154158     -0.0695136      0.0179752      -0.066732       0.101052     -0.0149142     -0.0427856     -0.0216876      -0.116092     -0.0710559       0.149721       0.042927      0.0498883     -0.0701909      0.0109569     -0.0581981      -0.134598     -0.0130302      0.0410674       0.199898       0.176338    -0.00343761       0.697954      -0.423899      -0.232989
      -0.166879      0.0906831     -0.0522738     -0.0170856     -0.0191612    -0.00762972     -0.0837644    -0.00828043       -0.06619     -0.0277304      0.0266884    -0.00638353      -0.094887      0.0520284     -0.0379139     -0.0315888       0.141696      -0.126032      0.0152289     -0.0859039       0.112839     -0.0902267      0.0842569      0.0669742     -0.0438804     -0.0242413       0.179487       0.178341       0.128942      -0.159432    -0.00382762    -0.00137075     -0.0849829       0.156019      -0.338764      0.0902113       0.265368      -0.197907      -0.206287       0.450891      -0.488682
       -0.16971      0.0500235      -0.107213     -0.0107579    -0.00749952     -0.0478465      0.0155586      0.0599153     -0.0454022      0.0184806      0.0140529      0.0232772      0.0473216     -0.0628906     0.00317127     -0.0403452     -0.0358996      0.0672646      -0.037687       0.072585      0.0173229       0.144201     -0.0815791        -0.1368     -0.0376279       0.022166      -0.238789      -0.114732     -0.0183954       0.105242      0.0366384      -0.123732      0.0486952     -0.0509999       0.389674     -0.0867546      -0.213751       0.271792       0.276862       0.552368      -0.339329
      -0.170479      0.0187904      0.0319032     -0.0047957     -0.0316548      0.0041993      0.0147191      0.0614162      0.0566851      0.0420238      0.0204276     -0.0688838      0.0229923      0.0972645     -0.0207047      0.0799104      -0.244611     -0.0109115       0.133903      0.0223775      -0.277107     -0.0403449     -0.0325376       0.388018       0.249677       0.127933       0.137552     -0.0315514      -0.285199     0.00659732      -0.193955       0.362185     -0.0674631     -0.0713152      -0.133314      -0.137074      -0.309139      -0.214249       0.240678      0.0410193      -0.181925
        -0.1695     -0.0297398       0.119805    -0.00601735      0.0306924       0.169212      0.0703359      -0.108038       0.147244      0.0213107     -0.0642769     -0.0866823      0.0640469      -0.280382       0.139985       0.174593       -0.13562       0.116606      0.0581499    -0.00324809      -0.155751       0.115084       0.248408      -0.289784       0.182686     -0.0443464      -0.298201    -0.00261321       0.153729      0.0777401       0.251928       0.176562       0.254398      -0.113812     -0.0687654      0.0727003       0.200313      -0.335138      0.0806882      -0.060754      -0.160444
      -0.164416     -0.0985586       0.159975      0.0124135      0.0697788      0.0364593      0.0390782     -0.0398414       0.333549      0.0868405      -0.209703      0.0318576      -0.153868      0.0554628     -0.0171974       0.368113     -0.0581233      0.0686938      -0.309382     -0.0135566      0.0772098      -0.175801     -0.0572594      -0.112437      -0.137629      -0.160469       0.320359      -0.225514      -0.140078       0.349099     -0.0379022     -0.0392248     -0.0440063      -0.112405     -0.0716477      -0.049665      0.0624829       0.188036     -0.0871411     -0.0391035       -0.17851
      -0.151896      -0.176668      0.0457186     -0.0657248      -0.103474      0.0958397      -0.270185       0.283859       0.490284      0.0713203    -0.00254911       0.034405       0.287777      0.0910364     -0.0514614      -0.449364       0.155254       0.204836      0.0426337      0.0482458     -0.0371245      0.0677334     -0.0449172      0.0290956      0.0751671      0.0910371     -0.0135283       -0.12283      0.0448505      -0.045181     -0.0297011      -0.239217      0.0302061     -0.0780859      -0.126573     -0.0274351      0.0291369     -0.0093186     -0.0385469      -0.116127      -0.115795
     -0.0978563      -0.313516       0.346484      -0.715037      0.0976441       0.117112       0.355214      0.0257455      -0.212368      -0.102013       0.029814     -0.0107474      0.0539017      0.0504966     -0.0269928     -0.0320418      0.0500261     0.00926929      0.0282195      0.0160435      0.0187136     0.00208592     -0.0919993    -0.00263831     0.00740118      0.0300444     0.00375784     0.00726299     -0.0306677     -0.0627323     -0.0216048     -0.0442065     -0.0757244      0.0225018      0.0388441       0.107151     0.00234229      0.0202614    -0.00308647     -0.0292904     -0.0754285
      -0.053138      -0.375148        0.38554       0.225866      -0.362456       0.167805      -0.489362      -0.191767      -0.311927      -0.145857      0.0182676      0.0205898      -0.107507      0.0354487    -0.00192028     0.00167768     -0.0461344      0.0387966      0.0166133     -0.0147676     0.00941171      0.0906468     -0.0238417     -0.0377349     -0.0356264     -0.0903957     -0.0612522      0.0960038      -0.064619     0.00792758     -0.0339064      0.0478961      -0.110202     -0.0780003      0.0275686      0.0517692     -0.0222072      0.0942665      0.0402848     -0.0484074     -0.0965356
      0.0223618      -0.396046       0.143598       0.292355       0.585943      -0.228979     -0.0579082       0.186309      -0.116251       0.279655       0.365464     -0.0231444      0.0774542     -0.0637044      0.0220761       0.014901     -0.0328652     -0.0417468      0.0325518      0.0245063     -0.0407443     -0.0387948     -0.0506308     -0.0331939     0.00486749       0.015173      0.0701241      0.0720153    -0.00942969      0.0348171      0.0535031     -0.0240467      0.0373021       0.118022      0.0483418      0.0064177      0.0501085     -0.0219643       0.021821     -0.0513073      -0.126212
       0.062805      -0.371612    -0.00944641       0.117753       -0.32037      -0.624851       0.299146     -0.0477811        0.14745     -0.0840244      -0.231877     -0.0651055     0.00112743     -0.0340001   -9.59558e-05     -0.0164758      -0.164549       -0.10102       0.148257     -0.0992906     -0.0286661       0.118422      0.0816535     -0.0436136      0.0507254     -0.0386199         0.0104     -0.0746193      0.0929911     -0.0880945      -0.137507     -0.0839193      0.0206133       0.101312     -0.0488492      0.0807985      0.0279019      0.0375769      0.0172395     0.00928187     -0.0641133
      0.0998883      -0.320044      -0.149855       0.306898      -0.105872       0.586845       0.394122    -0.00409738       0.159313       0.105625     -0.0167337     -0.0301848     -0.0795992      -0.153806      0.0155391      0.0511865     -0.0263648     -0.0430997     -0.0310149     -0.0407799       0.109747     -0.0994464    -0.00238494       0.166086      0.0330021       0.106191     -0.0125516       0.107579      0.0015758      -0.234544       -0.02636      -0.143318     -0.0402275       0.102651      0.0658028      0.0465898     -0.0690575      0.0690546      0.0371894      0.0377837     -0.0580836
       0.128092      -0.258656      -0.241941     -0.0854746       0.403118      0.0607613      -0.152869      -0.220482       0.229851      -0.226734      -0.334326       0.279791      0.0207245        0.16125      0.0599845      0.0443362       0.151407      -0.164184       0.119994    -0.00528544     -0.0327249       0.215757     -0.0186615      0.0487357      0.0464362      -0.152104      -0.121791       0.225747    -0.00872179     -0.0225788     -0.0640778       0.196172     -0.0814393     -0.0682923      0.0693109      -0.123222     0.00887155       0.049406     -0.0133557      0.0323415     -0.0493646
       0.143282      -0.206039      -0.281247      -0.323431      -0.182298      0.0430363      -0.290039      -0.171663     -0.0170927       0.347938      0.0597359      -0.188296       0.208076       0.100393       0.181032       0.214463     -0.0698923      -0.102794      0.0565014      0.0137301      -0.038376     -0.0718064       0.256107       0.116168      -0.166248      0.0934636       0.141222      -0.121456       0.201481      0.0557107       0.121899    -0.00274235      0.0249055       0.183801       0.144525      -0.137321     -0.0239747      0.0113235       0.011317      -0.023304     -0.0491274
       0.157336      -0.143452       -0.13732      -0.256017     -0.0442752      -0.126991      -0.265063       0.265821      0.0163982     -0.0880339    -0.00696066       0.271193      -0.359741      -0.484374      0.0363665      0.0191156    -0.00887435      0.0672852      -0.258023      -0.046267       0.064747      -0.213355      0.0947709       0.159339       0.103898      0.0287761      -0.106775      0.0333149     -0.0956189     0.00668606      -0.128049     -0.0384145       0.170967      0.0737383      0.0373433      0.0225546     -0.0354184      -0.117439      0.0535744     -0.0138963     -0.0254362
       0.161475      -0.122453       -0.10421     -0.0482318       -0.13404     -0.0549485     -0.0171611       0.263278       0.150855     -0.0134205       0.097044      -0.250378      -0.238024       0.413538      -0.367199       0.178602       0.124127      0.0481105      -0.172903      0.0447156    0.000593893      0.0300646      -0.131858      -0.133464     -0.0306052     -0.0567715      -0.102478       0.202919      0.0330402     -0.0851405       0.261791       0.194949       0.174464     -0.0248476      0.0754143       0.150967      -0.161835      -0.138368      0.0375944     -0.0179757     -0.0515594
         0.1658     -0.0880473      -0.048172      0.0830346     -0.0968114     -0.0840012       0.155932       0.202513     -0.0742887      -0.119007     -0.0468406      -0.113119       0.177475      -0.109957       0.315552     -0.0636072       0.204813       0.202039        0.09136       0.331494       0.211928     -0.0552645       0.133202       0.179135      -0.286298      -0.060306        0.10786       0.142791      -0.116666       0.187556      0.0878511       0.211652     -0.0528489       -0.37664      0.0488234      0.0756843      0.0058572     -0.0922789     -0.0618162      0.0446536     -0.0839661
       0.167275     -0.0775973     -0.0234387      0.0225273      0.0353017      0.0150909      0.0370355     -0.0384453     -0.0318418     -0.0737695      0.0621917      -0.165873     -0.0906124      -0.145277     -0.0712213      -0.287029       0.230747      -0.108731      -0.176743      -0.289378     -0.0976474     -0.0839348       0.157776      -0.267368       0.132775      0.0837389        0.20293      -0.333275      0.0663265      -0.154115      0.0475891       0.319057      -0.245628       -0.25084       0.158208      -0.211275     -0.0360423    -0.00405983     -0.0478175     0.00873132     -0.0854174
