            0.1       0.696657       0.353482       0.392479   -1.30021e-42             -2              2    2.93779e-42
       0.287187        1.14903        1.07103        1.17242   -7.72733e-68             -2              2    1.12655e-67
       0.589415        1.11783       0.503621        1.40446  -2.42355e-112             -2              2   5.68255e-114
       0.948189        1.25627        1.26992        1.21727   -3.17462e-33             -2              2    2.96455e-33
       0.337883        1.06518       0.113649       0.437326   -3.93716e-69             -2              2     4.5083e-69
       0.410028       0.807799        1.08663       0.218942   -2.27627e-29             -2              2    2.64283e-29
       0.168245       0.630362        0.52507        1.42201  -6.79034e-139             -2              2   1.53296e-138
        1.02033       0.345682       0.423677       0.605014   -7.93717e-32             -2              2   -4.16047e-32
        1.06713        1.47855       0.343733        0.38663  -2.23785e-107             -2              2  -2.57232e-108
       0.133148       0.737604        1.12368       0.759053   -3.11459e-65             -2              2    4.55273e-65
       0.620613        1.07103        1.10223       0.421727     2.2238e-51             -2              2   -1.72659e-51
       0.840947        1.48635        1.03788        1.15292   -3.38679e-54             -2              2    2.89172e-54
         0.8039       0.677159       0.411978        1.40056   -3.13377e-73             -2              2    2.10969e-73
       0.154596       0.187744        1.14513       0.388579  -6.28064e-134             -2              2   8.87647e-134
       0.179944        1.42591       0.829248        1.30306   -8.86645e-11             -2              2    1.25858e-10
       0.864345        0.79415        1.11393       0.480223   -1.07504e-28             -2              2    3.04588e-29
       0.827298       0.647911        1.25237       0.731755    -4.2177e-58             -2              2    4.54705e-58
       0.117549        1.15487       0.468524       0.250139    -8.5194e-83             -2              2    6.69102e-83
        1.39471       0.762953       0.628412       0.983287   -2.50688e-43             -2              2    6.27993e-46
       0.201393        1.04958        0.65376       0.162396   -1.83047e-41             -2              2    1.43761e-41
        0.66546       0.343733        1.01643       0.651811   -6.14385e-77             -2              2     1.3664e-76
        1.08663       0.893593        1.26212       0.722006    2.77753e-33             -2              2    4.34633e-33
       0.952089        0.37493        1.02618       0.191643   -5.31524e-72             -2              2   -3.06604e-71
        1.40641       0.835097       0.903343       0.415877    3.23269e-62             -2              2   -2.55939e-62
        1.31866        1.12368       0.782451       0.595265   -3.69719e-18             -2              2     1.1331e-19
       0.858496        0.93454        1.05153        1.11393   -3.21037e-09             -2              2    3.68893e-09
        0.23844       0.989136       0.406128        1.40641   -9.96395e-34             -2              2    2.73185e-33
        1.03008        1.31671       0.961838       0.874095   -4.92068e-32             -2              2    -1.0671e-33
       0.259889       0.585515        1.06518       0.985237   -3.99295e-80             -2              2    5.83667e-80
        1.49025       0.285237        1.11198       0.965738   -2.9577e-123             -2              2    1.0356e-122
        1.38691       0.720056       0.390529        1.09053    8.77279e-79             -2              2   -7.62717e-80
        1.06518       0.337883       0.388579        1.41616   -4.13028e-59             -2              2    5.01322e-59
       0.480223       0.675209       0.250139        1.03983   -1.39379e-85             -2              2    1.39757e-85
       0.170195         1.4844       0.620613       0.854596   1.06781e-106             -2              2   8.57934e-107
        1.26992       0.152646       0.158496       0.176045   -7.03622e-36             -2              2   -1.07565e-35
       0.556267       0.458774       0.349582        1.13343   -2.52182e-61             -2              2    1.89864e-61
        1.27187       0.269638        1.40251        1.24262   -1.85586e-21             -2              2    2.74336e-21
        1.21142       0.950139       0.328134        1.15487   -4.75771e-16             -2              2    -1.0221e-15
       0.250139        1.42396        1.08858       0.482173   -5.09589e-43             -2              2    5.73814e-43
       0.591365       0.534819       0.981337       0.209192  -1.40566e-110             -2              2   1.80677e-110
       0.454875       0.987187       0.731755        1.25237   -1.17907e-29             -2              2    1.38201e-29
        1.10418       0.905292        0.79805        1.37131  -6.09371e-102             -2              2   5.16618e-102
        1.15877        1.38106       0.289136       0.725905    1.32509e-73             -2              2    -2.3194e-73
        1.20362       0.979387       0.560167        0.66156   -7.1516e-111             -2              2  -1.38968e-110
       0.692758       0.583565        0.24234       0.554318   -3.21202e-27             -2              2    1.98313e-27
       0.211142       0.304735        1.15097       0.891643    -1.0191e-50             -2              2    2.42746e-50
        1.00279         1.4883        0.65571        0.93844      3.593e-92             -2              2   -2.97844e-92
        1.27772        1.25042       0.991086       0.154596   -4.88466e-42             -2              2   -5.74147e-42
       0.495822       0.673259        1.49805       0.347632  -2.27157e-117             -2              2   2.62406e-117
       0.690808       0.776602        0.24039        1.08663   -8.93657e-59             -2              2    4.52652e-59
        1.11978        1.19777        1.20362        1.38301   -2.26487e-54             -2              2     2.6066e-54
       0.764903        1.49025        1.40446        0.24429   -4.65242e-11             -2              2    3.26359e-11
        1.41616        1.18412       0.706407        1.29526    1.61664e-17             -2              2   -1.09492e-18
       0.503621       0.150696       0.589415        1.20167    -1.4184e-26             -2              2     2.5981e-26
       0.583565       0.544568        1.36351       0.263788    -7.1776e-78             -2              2    9.22578e-78
       0.351532        1.19192       0.466574       0.778552    2.08631e-81             -2              2    3.12627e-83
       0.772702        1.13733        1.24847       0.977437   -1.45883e-82             -2              2    1.28974e-82
        0.94234       0.971588        1.30306       0.339833   -1.96365e-77             -2              2    2.56586e-77
        0.23454       0.406128       0.989136       0.300836   -5.34015e-58             -2              2     7.5477e-58
       0.189694       0.232591        1.04178       0.679109   -9.9934e-143             -2              2   1.58404e-142
        1.38106        0.79805        1.21337       0.809749   -1.55251e-18             -2              2    1.48445e-18
       0.854596        1.27382       0.573816       0.193593    2.76056e-83             -2              2   -7.80635e-84
       0.821448       0.792201        0.38078       0.359331   -1.15731e-87             -2              2   -1.34858e-87
        1.21922         1.4961        0.10585        0.37688    8.98637e-75             -2              2   -8.11188e-75
         1.4805       0.716156       0.700557        1.42786    5.68791e-10             -2              2   -2.66306e-10
       0.784401       0.597214       0.642061       0.987187       -0.00814       -2.00718         1.9909     0.00805692
       0.488022       0.998886       0.398329       0.443175   -3.49927e-47             -2              2    4.21214e-47
        1.19192       0.718106       0.546518       0.573816   -7.32269e-70             -2              2   -7.06888e-70
        1.43565       0.176045       0.854596       0.620613    6.61352e-58             -2              2    8.95507e-59
       0.213092        1.19387       0.897493        1.47465   -1.33561e-89             -2              2    1.93128e-89
        0.80195        1.02228        1.35181       0.195543  -3.34197e-110             -2              2   3.72402e-110
       0.308635       0.552368       0.337883       0.636212   -4.60285e-49             -2              2    1.07867e-48
       0.505571        1.26992       0.267688       0.872145    7.84887e-25             -2              2    -2.3261e-25
       0.610864       0.706407        1.18412        1.12953   -4.77986e-72             -2              2    5.96588e-72
        1.37716       0.501671        1.26017       0.400279  -1.75818e-104             -2              2  -5.94895e-105
          1.461        1.22117       0.790251        1.19777    4.20777e-68             -2              2   -2.84984e-69
        1.42396        0.24429        1.23092       0.363231    5.72627e-26             -2              2   -1.07161e-26
       0.174095       0.636212       0.764903        1.02228  -1.33564e-103             -2              2   2.35998e-103
       0.901393        0.23649        1.14318        1.10613   -5.10686e-65             -2              2    7.22836e-65
        1.19972       0.887744        1.36741        1.10418   -2.73055e-35             -2              2    1.24896e-35
        1.15487       0.117549       0.858496        1.09638    5.44073e-90             -2              2    5.75576e-91
       0.275487        1.10223        1.14903       0.788301   -1.05757e-39             -2              2    1.25625e-39
       0.125348        1.47465       0.747354        1.43175   -1.43243e-69             -2              2    2.03331e-69
        1.01643       0.599164       0.998886       0.447075   -1.19888e-43             -2              2   -1.51359e-44
        1.34986       0.402228        1.26602         1.4571   -1.77068e-37             -2              2     1.2826e-36
       0.996936       0.815599        1.04568       0.121448   -1.23834e-61             -2              2    -1.2239e-63
        1.17827        0.38078        1.03008       0.675209   -3.38761e-93             -2              2    3.71393e-93
        1.16462        1.17632        1.10808       0.402228   -5.81626e-44             -2              2   -1.30079e-42
        1.14708         0.7961       0.507521        1.11978   -5.14637e-86             -2              2   -9.25733e-86
        1.36741       0.449025       0.636212       0.337883    2.58971e-64             -2              2   -4.78139e-65
       0.433426       0.883844       0.152646        0.24234   -1.19571e-55             -2              2    3.57419e-56
       0.528969       0.741504       0.833148        1.39666   -2.85829e-60             -2              2    2.97408e-60
       0.396379       0.252089       0.107799        1.42006   -4.16953e-99             -2              2    5.95115e-99
       0.404178        1.40446       0.140947       0.273538   -3.07096e-16             -2              2    1.17313e-16
       0.332033       0.137047       0.718106       0.885794   -1.36633e-68             -2              2    1.82793e-68
       0.431476       0.564067        1.07298       0.111699   -9.65808e-69             -2              2    1.43867e-68
        0.65571       0.441226       0.638162        1.04958   -7.50435e-67             -2              2    7.41642e-67
        1.31671        1.26407         0.1039       0.294986   1.14839e-202             -2              2  -1.11181e-202
       0.493872       0.761003       0.410028       0.211142    -1.4934e-99             -2              2    1.54461e-99
        0.66156       0.466574       0.283287       0.423677   -2.15872e-20             -2              2    1.75437e-21
        0.65766       0.454875       0.189694       0.681058    -4.6114e-68             -2              2    2.84713e-68
       0.751253       0.398329       0.599164       0.271588    1.55659e-43             -2              2     -9.279e-45
