              0    1.67261e-06   -0.000198138    0.000201483      8.347e-05   -4.54857e-05   -8.83556e-05
       0.333333       0.327204        0.32702       0.327387       0.327138       0.327288       0.327079
       0.666667       0.618375       0.618191       0.618558       0.618333       0.618595       0.618436
              1       0.841471       0.841271       0.841671        0.84148       0.841523       0.841405
        1.33333       0.974239       0.954776       0.993702       0.968491       0.978551       0.983962
        1.66667        1.01289       0.919409        1.10638       0.977109        1.03041        1.06594
              2        0.97124       0.762944        1.17954       0.888591        1.04238        1.08267
        2.33333       0.869311       0.507981        1.23064       0.741772        1.03022        1.01486
        2.66667       0.730475       0.168552         1.2924        0.59523       0.994199       0.915848
              3        0.58079      -0.188216         1.3498       0.469852       0.980419        0.81296
        3.33333       0.438006       -0.51927        1.39528       0.380535       0.941059       0.680159
        3.66667       0.313229      -0.804395        1.43085       0.394943       0.873277       0.599679
              4       0.213388       -1.02203        1.44881       0.458401       0.799867       0.552627
        4.33333       0.138439       -1.17402         1.4509       0.565463       0.667303       0.520853
        4.66667      0.0853866       -1.27294        1.44371       0.699942       0.535153       0.575386
              5      0.0502461       -1.33191         1.4324       0.783435       0.441641       0.619185
        5.33333      0.0281636       -1.36496        1.42129        0.85341       0.334963       0.656997
        5.66667      0.0150113       -1.38263        1.41266       0.827761       0.255957       0.730498
              6      0.0076312       -1.39165        1.40691       0.678423       0.225468       0.762362
        6.33333     0.00369196       -1.39611        1.40349       0.511967       0.144464       0.759616
        6.66667     0.00169792       -1.39825        1.40165       0.269168      0.0354572       0.722975
              7    0.000744203       -1.39925        1.40073     -0.0639181     -0.0473911       0.616762
        7.33333    0.000310141       -1.39969        1.40031      -0.372309       -0.15518       0.429179
        7.66667    0.000122827       -1.39988        1.40012      -0.666311      -0.231605       0.162998
              8    4.63281e-05       -1.39995        1.40005       -0.97531      -0.242862       -0.15225
        8.33333     1.6604e-05       -1.39998        1.40002       -1.19645      -0.209917      -0.485318
        8.66667    5.65455e-06       -1.39999        1.40001       -1.31666      -0.159588      -0.757334
              9     1.8331e-06           -1.4            1.4       -1.39085     -0.0948499      -0.936556
        9.33333    5.64464e-07           -1.4            1.4       -1.40064    -0.00198942       -1.06148
        9.66667    1.65166e-07           -1.4            1.4       -1.37688       0.044714       -1.06739
