           0.05      -0.359149    -0.00846576      0.0327531     -0.0217073     -0.0407526      0.0459611     -0.0285426      0.0626884     -0.0258867     -0.0160534       0.164242       0.204636      -0.211535       0.237838      -0.360785       0.748077
           0.15      -0.359146    0.000158633      0.0277142     -0.0343134     -0.0408058      0.0390866     -0.0408871       0.058854    -0.00842819     -0.0114666       0.174737       0.176704      -0.229012       0.205378      -0.523738      -0.655631
           0.25         -0.357      0.0182739      0.0335058     -0.0149809     -0.0258813      0.0394981     -0.0540609      0.0647307     -0.0288693    -0.00894391       0.180979       0.218765      -0.218738       0.373862       0.763438     -0.0977039
           0.35      -0.353664      0.0665248      0.0398843     -0.0202037     -0.0165659       0.038616     -0.0485377      0.0647196    -0.00218651     -0.0279311       0.134046       0.188028      -0.195712      -0.869959       0.104317     0.00809429
           0.45      -0.337197       0.141765      0.0238672     0.00156379     -0.0383988      0.0298475     -0.0860533      0.0604015       -0.04085      0.0022005       0.180893        0.13756        0.89352      0.0153163     -0.0128267     -0.0106578
           0.55      -0.291942       0.252681      0.0479049     -0.0174905     -0.0305093       0.115299      -0.133548      0.0925497     -0.0204893    -0.00283474       0.172591      -0.877968     -0.0763629      0.0165447      0.0130536      0.0194448
           0.65      -0.192967       0.412498       0.033301    -0.00831354      0.0299143      0.0591491      -0.183847       0.291332       0.220137     -0.0656997      -0.776442      0.0957355     -0.0256362      0.0527701     -0.0107377    -0.00182217
           0.75     -0.0438712       0.500339     -0.0723185      0.0113411     -0.0491107     -0.0476404      0.0450086      -0.604682     -0.0170437       0.599056     -0.0120436      0.0809834     -0.0619227       0.012962     -0.0110698     0.00652316
           0.85      0.0698166       0.480538     0.00128959      -0.114836     -0.0330886      0.0935231       0.633315      -0.107438      0.0768134       -0.54942       0.131572      0.0508666     -0.0160781      0.0248885    0.000349504    -0.00303787
           0.95       0.178672       0.346333      0.0267663      0.0909705       0.217744      -0.245539     -0.0486087       0.351899      -0.767124      0.0444506      0.0642675      0.0798439     -0.0602874     0.00506502     -0.0243405    -0.00516939
           1.05       0.212724       0.268259     -0.0299578      0.0872801     -0.0478948      -0.340169      -0.645304      -0.208297       0.231138      -0.412806       0.248439      0.0859902     -0.0527237       0.016421     -0.0171159      0.0128198
           1.15       0.234492       0.215511     -0.0950448      0.0257191      -0.051162      -0.139628       0.134416       0.575233       0.496099       0.391016       0.338873      0.0578825     -0.0224656     0.00180779    -0.00435026      0.0089397
           1.25       0.220103        0.12383     -0.0436866       0.223619       0.370206       0.812802       -0.21884     0.00350145      0.0197752     0.00419168       0.156666       0.114774     -0.0171946     0.00499868     -0.0159003    -0.00207845
           1.35       0.202659       0.067769      0.0270712     -0.0372192      -0.882126       0.313302      -0.122796       0.101752      -0.214685      0.0108575     -0.0104573       0.059822     -0.0186751     -0.0135916      0.0059176    -0.00408856
           1.45        0.13335      0.0323043       0.141732      -0.944325       0.145987      0.0991697      -0.170136       0.017079      -0.022135      0.0641635      0.0525958      0.0370722      0.0110892     0.00119946     0.00360986     0.00813392
           1.55      0.0840934      0.0221204       0.976147       0.155978     0.00932549     -0.0216581      0.0363157     -0.0344323      0.0818033      0.0645009      0.0288904      0.0194954     0.00329901     0.00781001    -0.00595428    -0.00336263
