           0.05      -0.305951    -0.00762493    -0.00257009     -0.0428399     -0.0149152      0.0191838    -0.00884291      0.0279135        0.12413       0.160544      -0.183351       0.191002      -0.152418       0.282376       0.418047      -0.716961
           0.15      -0.305837    -0.00145735     0.00568328     -0.0405394     -0.0117458     0.00818234    -0.00572171       0.043558       0.129286       0.161311      -0.185793       0.160577      -0.172616       0.371144        0.38875       0.693499
           0.25      -0.305386      0.0066279    -0.00282523      -0.045113     -0.0175863     0.00730464    -0.00164125      0.0376739       0.141488       0.167664       -0.18871       0.110632      -0.134754       0.341992      -0.818676     -0.0392386
           0.35      -0.304166      0.0319118    -0.00542545     -0.0450511      -0.022281     0.00659275      0.0069952      0.0329982         0.1447       0.138272      -0.163245       0.174215      -0.431619      -0.785257     -0.0263961      0.0452732
           0.45      -0.302313      0.0597222     0.00587363     -0.0513365     -0.0253579      0.0250765      0.0221964      0.0427424       0.138939        0.12555      -0.189817       0.207977       0.859327      -0.212291     0.00882092      0.0289726
           0.55      -0.297505      0.0962395     -0.0236849     -0.0641024      -0.018659     0.00402625      0.0231245      0.0396262       0.154595       0.133563      -0.093439      -0.916339      0.0318094     -0.0267647      0.0538044     -0.0178796
           0.65      -0.283752        0.15807     -0.0274881     -0.0696255     0.00162545    -0.00944885     -0.0188883     -0.0195176       0.216281       0.184594       0.894181      0.0846351     0.00721989       0.020807    -0.00196039     0.00102311
           0.75      -0.254395       0.256257     -0.0182099     -0.0472629      -0.112773     -0.0391283      0.0425029      0.0514631       0.265385      -0.879718     -0.0149633      0.0345883     -0.0320341      0.0393509   -0.000263738    -0.00434564
           0.85      -0.198742       0.348531     -0.0625757      -0.246003      -0.182947      -0.238729       0.487357      -0.303843      -0.592796      0.0372097     -0.0113908      0.0271385     -0.0189136      0.0166703    -0.00096055     0.00147274
           0.95     -0.0800373       0.477196      -0.264031       0.795099     -0.0363305      0.0743323      -0.148815      0.0534334      -0.156348      0.0770201     -0.0367379      0.0149388    -0.00928343     0.00990328   -1.05468e-05    -0.00140209
           1.05       0.068204       0.471122       0.812711     -0.0746015       0.129101       0.237143      -0.126986      0.0845736     -0.0782824      0.0550482     -0.0341967     0.00759409     -0.0249644     0.00961389    -0.00174521    -0.00643492
           1.15       0.158135       0.388304      -0.501244      -0.464487       0.290799       0.459655      -0.227453     -0.0336398     -0.0179774      0.0302351     -0.0762982      0.0319629     -0.0164963      0.0111414    0.000342396     0.00546459
           1.25       0.208031       0.310213     -0.0505539      -0.190177      -0.110083       -0.74863      -0.450982      0.0402288       0.150853       0.117267     -0.0843336      0.0207165     0.00504808     0.00497582     0.00787641    -0.00619899
           1.35       0.244306       0.194283     -0.0920694     -0.0140067        0.15298       -0.12369       0.584948       0.681094       0.191341       0.103142    -0.00590608      0.0324515     -0.0197775      0.0149606     0.00731034     -0.0116038
           1.45       0.250673       0.172047      0.0370743       0.147185       0.187111     -0.0378437       0.349596      -0.647081       0.537608      0.0910161     -0.0963209        0.01583    -0.00744409      0.0140535      0.0077163     0.00178755
           1.55       0.246137      0.0994565     -0.0214623     -0.0811742      -0.882366       0.299982      0.0368414       0.026618       0.189249       0.124333     -0.0127561     0.00896704     -0.0132248      0.0111423     0.00535892     0.00238162
