           0.05       0.473562      0.0499347      0.0323622     -0.0241841     -0.0827356      0.0418849      0.0529407     -0.0614073     -0.0780714     -0.0562667      0.0894086      0.0148483      -0.118903      -0.185148      -0.329291      -0.762965
           0.15        0.46723      0.0209843      0.0032336    -0.00896836      -0.081857      0.0478852      0.0112921      -0.094151     -0.0833113     -0.0404379       0.127044      -0.038986      -0.145044      -0.163063      -0.538531       0.631902
           0.25       0.447078      0.0152023      0.0108753     -0.0137851     -0.0690955      0.0650157     0.00582176     -0.0454036     -0.0134412     0.00547803        0.10419     -0.0186281      -0.210141      -0.397215        0.74994       0.112798
           0.35        0.38379      -0.159407      -0.029556     -0.0227421     -0.0448366     -0.0161563     -0.0478082      -0.109258      0.0263221      0.0298765      0.0733009      -0.121869      -0.185729       0.854046       0.153832    -0.00667814
           0.45       0.233077      -0.347992      -0.110906       0.109369      -0.022089     -0.0168519      0.0786006      0.0520419       0.209895     -0.0571641       0.207068       0.613918       0.566845      0.0222838      0.0307176      0.0284037
           0.55       0.172724      -0.417114       0.104282      -0.101124       0.124119     0.00498749      -0.298358      -0.153976       0.184784      -0.101231      -0.334837      -0.545244       0.414848      -0.143071     -0.0134832     -0.0193638
           0.65      0.0194057       -0.48272       0.116021      -0.222276       0.313771      -0.278683     -0.0948233       0.220728      -0.201837     -0.0620852      -0.346242       0.349629      -0.421413     -0.0630617     -0.0394818     0.00822854
           0.75     -0.0669347      -0.355763      -0.444995       0.152989       0.110448         0.3691       0.329228       0.119849       0.409771       0.287832     -0.0202516      -0.147188      -0.295036     -0.0924679     -0.0833161     -0.0310874
           0.85      -0.109706       -0.39219       0.139221     0.00978162      0.0440731      0.0795604       0.333618     -0.0377271      -0.658068       0.238849       0.352541      -0.221267       0.169145     -0.0205094      0.0340888     -0.0117576
           0.95      -0.153027      -0.227619      0.0955231       0.278961      -0.192674     0.00391475      -0.715027      0.0423867      0.0623387       0.261659       0.406537      0.0290289      -0.191965     -0.0814425     -0.0563418     -0.0500607
           1.05      -0.151477      -0.211929      0.0810456      -0.289588      -0.342915      -0.348244       0.220562       0.230689       0.294864      -0.437872        0.39323      -0.225218      -0.122253     -0.0436362    -0.00973777    -0.00280639
           1.15       -0.15633      -0.159726    -0.00887323       -0.22762      -0.450953      -0.156548       0.112282      -0.707149      0.0764036       0.264782      -0.185887        0.18412       -0.09417     -0.0650013    -0.00925132    -0.00673656
           1.25      -0.125457     0.00590291      -0.489998      -0.218271       0.449094      0.0275662      -0.196146      -0.438914     -0.0985648      -0.359923       0.342436      0.0230523     -0.0606019     -0.0347782      0.0143606     -0.0279264
           1.35      -0.135438      -0.199931       0.107242       0.367414      -0.284834       0.480679     0.00663691      -0.124551      -0.172521      -0.608313      -0.195627      0.0945748      -0.134907      0.0383191      0.0271112      0.0049686
           1.45     -0.0533851      0.0146347       0.680865      0.0656177       0.441403       0.145984       0.178216      -0.290294       0.360566      0.0016771       0.217641      0.0733506      -0.116902     0.00936481     -0.0185001     0.00434452
           1.55      0.0384273     -0.0220219      -0.113856       0.709295       0.124329      -0.609923       0.167557      -0.186917     -0.0056472      -0.084335     -0.0520506      -0.125253     -0.0575304     -0.0501416     0.00724114    -0.00892885
