       -0.43233     -0.0585508    -0.00537679      -0.108309    -0.00624804     -0.0688739     -0.0136059     -0.0155206      0.0305143     -0.0658858      0.0787343      0.0695472      0.0921596      -0.245211      -0.244694       0.804916
      -0.414195     -0.0721282     0.00135041     -0.0406872     -0.0571991     -0.0741044       0.029854     -0.0492051      0.0538493     -0.0146903      0.0989847      0.0972703      0.0582024      -0.289459      -0.631653      -0.548609
      -0.390524      0.0057962       0.022124      -0.102118      0.0463418     -0.0523474      -0.100666     -0.0525513       0.129931     -0.0706014       0.118889       0.138348       0.160784       -0.44182       0.708434      -0.201691
      -0.364562     -0.0374472     -0.0103547      -0.017825    -0.00321924      -0.126998     -0.0774498     -0.0459156      0.0467856      -0.228915       0.162372      0.0556514       0.437235       0.747772      0.0536868      -0.061229
      -0.327625       0.154114      0.0227612      0.0378044      0.0961619    -0.00469795     -0.0588889      -0.077926     -0.0713132       0.332709       0.212831       0.351862      -0.695195       0.273289      0.0726781     0.00198813
      -0.272609       0.197238     -0.0456173       0.174269      -0.024435      -0.171629     0.00450259      -0.382852      -0.321741       -0.14489     -0.0823937       -0.70855      -0.199353     -0.0152586      0.0612795     -0.0246873
       -0.12488       0.315106      -0.263257       0.163831      0.0043604      -0.402117     -0.0319251       0.764726       0.096707     0.00348346     -0.0932961      -0.138118     -0.0607133     -0.0107065     0.00930567     -0.0198371
     -0.0751357       0.305195     -0.0383795        0.67375      -0.282303       0.350941       0.133139     -0.0549404      0.0419607       0.302894       0.183522      0.0524938        0.29328     -0.0583484     0.00716836      0.0528158
      0.0689067       0.572483      0.0473126     -0.0911208      -0.272442      -0.206319      -0.177008      -0.308616       0.112247      -0.160407      -0.493756       0.355804      0.0372511    -0.00459165     -0.0569698      0.0151841
      0.0628956       0.365473       0.131872      0.0589257       0.745221       0.126359       -0.26122      0.0305307      -0.339602     -0.0399365      0.0778032      0.0924065       0.220657      -0.084566       -0.11684     -0.0105886
       0.166147       0.146597       -0.60546      0.0430279      0.0851917       0.165403     -0.0137435      -0.156213       0.272658      -0.514715       0.374799      0.0551507      -0.189042     -0.0466562     -0.0491978      0.0117986
       0.193025       0.168352    -0.00354941      -0.291317      -0.458824      -0.138107      -0.154124      0.0973781      -0.556397    0.000905452       0.509176      0.0671903      0.0890982     -0.0731775     0.00457354    -0.00495581
       0.187914       0.219517       0.423202     -0.0817772      0.0500975      -0.260391      -0.159399      -0.112292       0.571183       0.169035       0.421973      -0.287875    -0.00027426    -0.00689742     -0.0740137      0.0331803
       0.167243     -0.0507727     -0.0363363       0.198928       0.203557      -0.601476       0.610957      -0.217296      -0.117252      0.0157977       0.129114        0.24614      0.0903977     -0.0559564      0.0405998      0.0256979
       0.103584      -0.279288      -0.473179       0.129289      0.0523224      -0.304026      -0.548617       -0.23752     0.00957877       0.437892     -0.0532041      0.0101082       0.146866     -0.0281681     -0.0259984      0.0166057
      0.0751379      -0.308117       0.368041       0.549383      -0.104565      -0.172003      -0.370662      0.0754451     -0.0737828      -0.449201      0.0434495       0.171848      -0.186713     -0.0678349    -0.00784075      0.0192464
