#pipi ppbar pK KK
#m0 m1 m2
 5.37585 -0.352624 -0.0337105 0.108299 -0.395034 0.4179 -0.206174 -0.0647263 -0.650752 0.0296997 0.0560298 0.239179 -0.0263804
 2.69637 0.406721 0.0149493 -0.00924652 0.234192 -0.176541 0.0683861 -0.155365 -0.577845 0.00604878 -0.0217384 -0.184411 0.592469
 1.44558 0.410046 0.019049 -0.0374476 0.243449 -0.192047 0.0807625 -0.0820173 -0.329839 0.0249632 0.0577539 0.422941 -0.655031
 0.873742 0.0770557 0.0620373 0.697719 0.0785828 -0.243462 -0.582167 0.27109 -0.0123151 0.0502604 -0.112888 -0.0859462 -0.0523138
 0.61632 0.389433 0.0394937 0.0756489 0.0841685 0.451836 -0.209574 -0.0577654 0.323341 0.116762 0.224536 0.548467 0.336374
 0.567789 0.366559 0.0123145 -0.0805522 0.0958185 0.625488 -0.161076 -0.00985572 -0.0263598 -0.116052 -0.225292 -0.533752 -0.287619
 0.261574 -0.172358 0.134579 -0.603892 0.322966 -0.0355255 -0.435413 0.490223 -0.110751 0.0886263 -0.119108 0.114226 0.0683241
 0.0985789 0.317567 -0.258169 -0.158641 -0.44432 -0.151306 -0.12253 0.356897 -0.0171845 -0.538194 0.390505 -0.0448084 0.0134281
 0.0367637 0.306818 -0.289689 -0.132513 -0.492124 -0.110197 0.0287963 0.158817 0.031567 0.599627 -0.403234 0.0263449 0.0127011
 0.0171332 -0.089604 -0.443651 0.256034 0.328173 0.24662 0.442947 0.575747 -0.105076 0.102877 0.103658 0.0181341 0.0262353
 0.00836209 0.100452 0.542074 0.120541 -0.179153 0.0692467 0.337302 0.326353 -0.0232177 -0.34182 -0.491942 0.236984 0.0938998
 0.00193572 0.0855683 0.577378 0.0162755 -0.153907 0.0270423 0.148676 0.238986 -0.0573547 0.429357 0.545074 -0.254113 -0.0780704
