#observables(1,2,3...down)parameters(1,2,3...across)
 -4.87846 22.2176 6.03744 -12.5707 -9.58631
 -2.30834 10.2478 1.43047 -3.14016 -5.65271
 8.09842 -2.47205 0.0711478 -0.142327 -7.5798
 -4.55173 3.16433 0.411541 -2.08743 4.20122
 -2.9424 1.44759 -0.135639 3.46349 -1.09744
 1.49933 -1.68948 1.58783 -1.74023 -0.0322829
 -1.05411 -0.2648 1.38662 -0.0820567 0.277878
 -1.92992 -0.056361 1.64868 0.735318 0.0847727
 -0.439584 0.094559 0.361411 0.0712453 0.0222656
 0.0780988 -0.0196303 -0.037514 -0.0342137 -0.00626542
 -0.0112482 0.00103425 0.00546242 0.00804397 -0.000480406
 0.00333364 -0.00348344 -0.000588113 0.000399096 -0.000494602
