 0.1 1.4972 0.583483 0.631131 0.313572
 0.277978 1.04314 0.622723 1.14264 0.284513
 0.451752 0.772673 1.01932 0.649349 0.266731
 0.730631 0.739039 1.2996 1.06837 0.228942
 0.270971 1.47898 1.47758 0.98989 0.306425
 0.392893 0.503604 0.61992 1.38509 0.263339
 0.157457 0.597497 0.261161 0.776877 0.296678
 1.06136 0.454555 0.46997 0.748849 0.197552
 1.37528 0.154655 1.26176 0.350851 0.170705
 0.761461 0.568068 1.34164 0.959059 0.220526
 0.614314 1.05716 0.163063 1.36406 0.247595
 0.123824 1.27437 1.18048 1.21131 0.308292
 1.28418 0.643744 1.14264 0.331231 0.187556
 0.147648 0.898799 0.105606 0.701201 0.302495
 0.17007 0.9002 0.472773 0.586286 0.300711
 1.3977 0.350851 1.20851 0.603103 0.169912
 1.05295 0.277978 0.199499 1.26737 0.190144
 0.115415 0.286386 0.84975 0.988488 0.304869
 0.612913 1.08098 1.24775 0.182683 0.255604
 0.18969 0.907207 0.636737 0.98008 0.296137
 0.664765 1.27718 1.04595 0.258358 0.253472
 1.07958 0.453153 0.350851 1.30801 0.189541
 0.938038 0.734835 0.601702 1.41031 0.206077
 1.40891 1.46777 1.06977 0.873574 0.196779
 1.04595 1.00531 0.723624 0.345245 0.218225
 0.273774 0.713814 1.1034 0.851151 0.28708
 0.224725 1.13143 1.45235 1.21692 0.297592
 1.02352 0.33964 1.07257 1.21552 0.198012
 0.775475 1.14404 0.757257 1.08939 0.234372
 1.11041 0.488188 0.251351 0.945045 0.197337
 0.975876 0.11962 0.541441 0.684384 0.19905
 1.2029 0.276577 1.32062 1.4986 0.170136
 0.453153 1.13283 1.301 0.534434 0.283743
 0.158859 1.32763 0.280781 1.42152 0.306391
 1.35005 0.994094 0.228929 0.228929 0.1923
 1.0992 0.967467 0.939439 0.16026 0.211583
 0.994094 1.35005 0.880581 1.47477 0.212348
 0.793694 0.781081 1.46637 0.464364 0.222216
 1.49299 0.510611 1.14825 0.130831 0.168273
 0.576476 0.754454 0.873574 1.09079 0.246185
 0.433534 0.762863 0.638138 0.151852 0.272878
 0.63954 0.137838 0.762863 1.18328 0.229142
 0.973073 1.39489 1.27297 1.10621 0.226981
 1.18749 1.42292 0.981481 1.06697 0.205763
 1.38929 1.21552 0.797898 0.223323 0.191121
 0.196697 0.462963 1.37668 0.142042 0.290909
 0.991291 1.1959 1.13704 1.32482 0.21507
 1.43834 1.35706 0.950651 1.41451 0.184127
 0.465766 1.23934 0.973073 1.48318 0.274309
 0.691391 0.139239 0.102803 1.1034 0.217402
 1.20991 0.748849 0.631131 0.984284 0.190573
 0.76006 1.23654 1.06837 0.671772 0.241562
 0.418118 1.0978 0.778278 0.77968 0.281814
 0.471371 0.128028 1.03754 1.13003 0.250476
