Bpipi_ybin1  0.32580  0.03360
Bpipi_ybin2  0.29173  0.03049
Bpipi_ybin3  0.24441  0.02639
Bpipi_ybin4  0.21372  0.02353
Bpipi_ybin5  0.17637  0.02017
Bpipi_ybin6  0.14579  0.01732
Bpipi_ybin7  0.11891  0.01475
Bpipi_ybin8  0.09102  0.01210
Bpipi_ybin9  0.07142  0.01008
Bpipi_ybin10  0.05049  0.00795
Bpipi_ybin11  0.03399  0.00616
Bpipi_ybin12  0.02563  0.00498
Bpipi_ybin13  0.01717  0.00379
Bpipi_ybin14  0.00813  0.00255
Bpipi_ybin15  0.00445  0.00172
Bpipi_ybin16  0.00268  0.00103
Bpipi_ybin17  0.00082  0.00034
BKK_ybin1  0.08189  0.01531
BKK_ybin2  0.08007  0.01462
BKK_ybin3  0.06974  0.01329
BKK_ybin4  0.06140  0.01211
BKK_ybin5  0.05240  0.01087
BKK_ybin6  0.04158  0.00951
BKK_ybin7  0.03452  0.00842
BKK_ybin8  0.02678  0.00729
BKK_ybin9  0.01858  0.00612
BKK_ybin10  0.01467  0.00527
BKK_ybin11  0.01048  0.00440
BKK_ybin12  0.00628  0.00353
BKK_ybin13  0.00247  0.00268
BKK_ybin14  0.00078  0.00200
BKK_ybin15  0.00023  0.00141
BKK_ybin16 -0.00004  0.00084
BKK_ybin17 -0.00000  0.00028
Bppbar_ybin1  0.08596  0.01561
Bppbar_ybin2  0.09037  0.01539
Bppbar_ybin3  0.09298  0.01503
Bppbar_ybin4  0.08177  0.01363
Bppbar_ybin5  0.07247  0.01238
Bppbar_ybin6  0.05876  0.01080
Bppbar_ybin7  0.04840  0.00946
Bppbar_ybin8  0.03476  0.00788
Bppbar_ybin9  0.02557  0.00664
Bppbar_ybin10  0.01602  0.00537
Bppbar_ybin11  0.00965  0.00433
Bppbar_ybin12  0.00609  0.00351
Bppbar_ybin13  0.00282  0.00271
Bppbar_ybin14  0.00113  0.00203
Bppbar_ybin15  0.00002  0.00139
Bppbar_ybin16  0.00001  0.00083
Bppbar_ybin17  0.00000  0.00028
BpK_ybin1  0.02547  0.01108
BpK_ybin2  0.02439  0.01044
BpK_ybin3  0.01921  0.00950
BpK_ybin4  0.01288  0.00847
BpK_ybin5  0.00671  0.00745
BpK_ybin6  0.00444  0.00672
BpK_ybin7  0.00200  0.00598
BpK_ybin8 -0.00059  0.00532
BpK_ybin9  0.00079  0.00478
BpK_ybin10 -0.00235  0.00434
BpK_ybin11 -0.00051  0.00365
BpK_ybin12  0.00007  0.00306
BpK_ybin13 -0.00017  0.00251
BpK_ybin14  0.00039  0.00197
BpK_ybin15  0.00022  0.00141
BpK_ybin16 -0.00002  0.00083
BpK_ybin17 -0.00000  0.00028
