      -0.427205      0.0396423     -0.0336869      0.0152846      0.0159986       0.033967     -0.0199209    -0.00722792     -0.0769895      0.0619676      0.0582788       0.140768       0.162749       0.209306      -0.279084      -0.794691
      -0.420708      0.0302239    0.000561442        0.02669      0.0226063      0.0280951      0.0437815     -0.0195872     -0.0790159      0.0361622      0.0921571       0.117696       0.154492       0.290139      -0.585415       0.580622
      -0.408764     -0.0170252     -0.0416264     0.00145493     0.00165053      0.0600913      0.0199248     -0.0124163     -0.0892754      0.0481848      0.0849204       0.161493       0.200591       0.390803       0.753538       0.149518
      -0.373813      -0.142519     0.00917204      0.0359185      0.0322571      0.0647867     -0.0328729     -0.0443877      -0.130985     -0.0149514      0.0772389       0.253478       0.229925      -0.825227      0.0650797      0.0677631
      -0.281948      -0.301344      -0.069742       0.011494     -0.0426886      0.0112312       0.115605      0.0424134     -0.0929497       0.270241    -0.00467626       0.111747      -0.844297      -0.018275      0.0152279     0.00250936
      -0.137304      -0.461584     -0.0910738      0.0212267       0.167194       0.168719      -0.113211      -0.229295       0.276423     -0.0658948       0.446286      -0.595331      0.0521045     0.00722856     -0.0039591     -0.0201237
     -0.0165549      -0.495855        0.16757      -0.200967      0.0497451      0.0818372       0.274966      -0.297223      -0.194847      -0.319439      -0.591659     -0.0326295        0.10271      0.0951581     -0.0300529     -0.0250442
      0.0915576      -0.471064      0.0489376     -0.0324557     -0.0590135      -0.320729      -0.200974       0.419882     -0.0354918       0.563066      -0.166086     -0.0724298       0.299566      0.0370055     -0.0279893      0.0141666
       0.178697      -0.368018     -0.0728416      0.0456844      -0.105137      -0.368974       0.161149       0.235917     -0.0290224      -0.498567       0.440575       0.375913    0.000801448      0.0968157     -0.0314651     -0.0349816
       0.191413      -0.233222      -0.228087      0.0065614     -0.0682223       0.621898      -0.345507      0.0626555        0.33787     -0.0022392       -0.10284       0.453636      0.0256646      0.0881701     -0.0545353      0.0160976
       0.221896     -0.0871691      0.0519681       0.248483      -0.191155      -0.202028      0.0954891      -0.731954      0.0661081       0.378828       0.146897       0.277755       0.088125         0.0424     -0.0127074     -0.0124916
       0.219817     -0.0354835      -0.337515     -0.0434742     -0.0456986       0.174163      -0.289121      -0.110605      -0.817189      0.0118017       0.161455     -0.0977698     0.00448727       0.044314      -0.028148     0.00539774
       0.194244     -0.0404548       0.284419       0.113329      -0.024504       0.496708        0.62928       0.239775      -0.159492       0.239973       0.256164     -0.0275887       0.122789    -0.00617194      -0.011453     -0.0379275
       0.123912     -0.0121233       0.490762      -0.245822        0.70657     -0.0142953       -0.24513     -0.0723707      -0.091561      0.0697397       0.181933       0.244898     -0.0914872      0.0608281     0.00507211    -0.00579726
      0.0753029      0.0589818      -0.607375      -0.530148       0.325095      -0.091082         0.3843     -0.0530292        0.12678       0.200301      0.0301858       0.090468      0.0918346      -0.049419     -0.0150521      0.0041646
       0.042285     -0.0363622      -0.298031       0.731878       0.550083     -0.0531528       0.110494      0.0728596     -0.0369646     -0.0324726      -0.214793     0.00776589      0.0193668      0.0196113      0.0105367   -0.000361508
