      0.0468487        0.76735
        8.26565        2.63815
        5.22355        4.96829
       0.923428         8.6141
        6.08335        1.05521
        6.80343        1.50025
        4.87006        1.12306
        7.80065        9.00977
       0.503846        3.34921
        5.87503        5.75022
        2.27244        8.62288
       0.384095        7.84788
        1.55695         8.2171
        5.71709        8.68643
        4.80044        4.45831
       0.485466        8.05757
        6.28106        9.12579
        4.87466        1.20546
        2.22264        5.14812
        4.52711        2.75645
        1.05749         3.1599
        4.13994        0.79589
        3.80756         7.1132
        7.93758        1.12823
        7.29498        4.31876
        8.14777        9.21376
        4.52855        3.60031
       0.655347        1.85676
        3.77416        2.51182
       0.804025        5.19712
        6.52182        0.45878
        5.51467        3.51951
        8.09114        8.38687
        4.25165        9.15069
        6.58012       0.465917
        2.47524        8.15057
        7.08635        8.50644
        4.54634        4.58286
        6.77494        9.62746
        3.76078        4.52296
        5.99839        6.17834
       0.580511        9.12109
       0.565828        4.34551
        9.55273        0.54746
        8.44011        4.60796
        4.05113        9.38335
         7.6079        8.41356
        8.80936        8.37947
        8.03908        4.46352
         7.1557        3.75261
